Product Name,Price,Rating,Image Link,Product Link
Nova NHT 1073-00 USB  Runtime: 60 min Trimmer for Men,₹521,4.1,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-nht-1073-00-usb-runtime-60-min-trimmer-men/p/itmfegmy5j9jcmpp?pid=TMRFEGHYXZEHYAZJ&lid=LSTTMRFEGHYXZEHYAZJYYNXXB&marketplace=FLIPKART&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=8b35608b-3473-4f29-974b-cdf87f10523e.TMRFEGHYXZEHYAZJ.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Flipkart SmartBuy Cordless USB Trimmer for Men,₹549,4.2,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/flipkart-smartbuy-cordless-usb-trimmer-men/p/itmfaukrugh4necv?pid=TMRFAUKRZDZASHFG&lid=LSTTMRFAUKRZDZASHFGBHR7EA&marketplace=FLIPKART&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=d8b4fffb-dd6d-417a-a886-9250d9a0f97b.TMRFAUKRZDZASHFG.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Philips BT1215  Runtime: 60 min Trimmer for Men,"₹1,063",4.2,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/philips-bt1215-runtime-60-min-trimmer-men/p/itmew2gvdwwaefx8?pid=TMREW2GVGCGNSB73&lid=LSTTMREW2GVGCGNSB73CSFDVH&marketplace=FLIPKART&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=0bfbaa78-b4db-41e8-af08-396b4c9c3e35.TMREW2GVGCGNSB73.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova Prime Series NHT 1085  Runtime: 45 min Trimmer for...,₹711,4.1,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-prime-series-nht-1085-runtime-45-min-trimmer-men/p/itmenaz5kbhceffm?pid=SHVENAZ5AQNMDGYA&lid=LSTSHVENAZ5AQNMDGYAKNSAM4&marketplace=FLIPKART&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=08530b54-d7ed-4379-aee6-b20a04b801a0.SHVENAZ5AQNMDGYA.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Philips BT3211/15  Runtime: 60 min Trimmer for Men,"₹1,649",4.4,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/philips-bt3211-15-runtime-60-min-trimmer-men/p/itmf5gbmn8zj6qky?pid=TMRF5GBHHDMHRVHH&lid=LSTTMRF5GBHHDMHRVHHJ8JPYB&marketplace=FLIPKART&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=bdd976a6-c37c-4750-b8f8-a6cd0b4b4167.TMRF5GBHHDMHRVHH.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova NHT 1046/00  Runtime: 40 min Trimmer for Men,₹293,3.8,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-nht-1046-00-runtime-40-min-trimmer-men/p/itmf4najqz996epg?pid=TMRF4N8DMEY78HQZ&lid=LSTTMRF4N8DMEY78HQZYDBHYI&marketplace=FLIPKART&spotlightTagId=BestsellerId_zlw%2F79s%2Fby3&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=f05ade97-71ee-416e-b31d-891d5172638c.TMRF4N8DMEY78HQZ.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Kemei KM-809C Electric Professional Hair Clipper Hair T...,₹885,4.2,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/kemei-km-809c-electric-professional-hair-clipper-trimmer-withstainless-steel-blade-runtime-120-min-men-women/p/itmfbttnwuumnyq7?pid=TMRFBSXRRSNMUYXZ&lid=LSTTMRFBSXRRSNMUYXZG5P9OP&marketplace=FLIPKART&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=e879ab6a-7330-494b-9623-f47b4389e351.TMRFBSXRRSNMUYXZ.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova Prime series NHT 1094  Runtime: 45 min Trimmer for...,₹649,4,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-prime-series-nht-1094-runtime-45-min-trimmer-men/p/itmf9a2gc54fefgd?pid=TMRF99Y4SY9CNFCR&lid=LSTTMRF99Y4SY9CNFCRY5EEXL&marketplace=FLIPKART&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=99c40c00-32b6-4f06-868b-40617ca4e050.TMRF99Y4SY9CNFCR.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova Series NHT 1097 USB  Runtime: 45 min Trimmer for M...,₹699,4.2,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-series-nht-1097-usb-runtime-45-min-trimmer-men/p/itm3e36bb92a9388?pid=TMRFDK8JBJHHF4QE&lid=LSTTMRFDK8JBJHHF4QEZ52JHY&marketplace=FLIPKART&spotlightTagId=BestvalueId_zlw%2F79s%2Fby3&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=7a009bdf-4f98-4ab8-9882-913420e18416.TMRFDK8JBJHHF4QE.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova NHT 1046/02  Runtime: 30 min Trimmer for Men,₹299,3.8,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-nht-1046-02-runtime-30-min-trimmer-men/p/itmf4zcvqwxc6yaw?pid=TMRF4ZARFR9F6QN7&lid=LSTTMRF4ZARFR9F6QN7BGBD4W&marketplace=FLIPKART&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=db3123e1-4515-411a-bb29-5aa21c704415.TMRF4ZARFR9F6QN7.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova NHT 1078  Runtime: 30 min Trimmer for Men,₹474,4.1,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-nht-1078-runtime-30-min-trimmer-men/p/itmfgykjabudd9qq?pid=TMRFGYH2J3FTGGRN&lid=LSTTMRFGYH2J3FTGGRNOVZW0P&marketplace=FLIPKART&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=d27212d2-1b67-46ab-838c-f65343c91207.TMRFGYH2J3FTGGRN.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Syska HT3052K/02  Runtime: 50 min Trimmer for Men,"₹1,499",4.1,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/syska-ht3052k-02-runtime-50-min-trimmer-men/p/itmfg2vva5ugef7n?pid=TMRFGYCDZ2FA3DFZ&lid=LSTTMRFGYCDZ2FA3DFZWO8EU4&marketplace=FLIPKART&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=1d93c8a5-b0b8-4797-8196-99b7e06a5527.TMRFGYCDZ2FA3DFZ.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova Prime Series NHT 1087 Turbo power  Runtime: 90 min...,₹799,4.1,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-prime-series-nht-1087-turbo-power-runtime-90-min-trimmer-men/p/itmev77ztgtqasgw?pid=SHVEV77ZT2NWDMBY&lid=LSTSHVEV77ZT2NWDMBYBMP7WS&marketplace=FLIPKART&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=7524724a-2622-4509-981a-651a2b3ea5e3.SHVEV77ZT2NWDMBY.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Uneque trend 214  Runtime: 45 min Trimmer for Men,₹265,3.7,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/uneque-trend-214-runtime-45-min-trimmer-men/p/itmf2rdstczvhrt3?pid=TMRF2R4FCCZ8H9PM&lid=LSTTMRF2R4FCCZ8H9PMM8QX6M&marketplace=FLIPKART&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=8afef28d-73de-4fe0-a682-13c8dd665b4c.TMRF2R4FCCZ8H9PM.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Philips BT1212/15  Runtime: 30 min Trimmer for Men,₹819,4.2,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/philips-bt1212-15-runtime-30-min-trimmer-men/p/itmewmcfanb6hkxr?pid=SHVEWMCFMZNYH4EQ&lid=LSTSHVEWMCFMZNYH4EQMM112B&marketplace=FLIPKART&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=46bc981f-ed24-4566-ae34-5e23b4b2de30.SHVEWMCFMZNYH4EQ.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova SuperGroom NG 1149 USB  Runtime: 60 min Trimmer fo...,"₹1,044",4.2,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-supergroom-ng-1149-usb-runtime-60-min-trimmer-men/p/itm1472f1cc37f12?pid=TMRFJ4A5VG72SJFN&lid=LSTTMRFJ4A5VG72SJFNHWW6CH&marketplace=FLIPKART&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=416a840f-b85c-40ab-b0ea-f668a12a9b94.TMRFJ4A5VG72SJFN.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Veet Sensitive Touch Expert  Runtime: 45 min Trimmer fo...,"₹1,599",4,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/veet-sensitive-touch-expert-runtime-45-min-trimmer-women/p/itmf3yq4ds4hzetg?pid=TMRF3YQ4FTQGRY4R&lid=LSTTMRF3YQ4FTQGRY4REXLDIS&marketplace=FLIPKART&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=6d63d0d5-f63b-4e9b-b9f8-ab60b2e2f795.TMRF3YQ4FTQGRY4R.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Flipkart SmartBuy ProCut Cordless + Titanium Coated USB...,₹549,4.2,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/flipkart-smartbuy-procut-cordless-titanium-coated-usb-trimmer-men-black/p/itmfyptyuqybk6nu?pid=TMRFYPTYYWEHT8YE&lid=LSTTMRFYPTYYWEHT8YEWWOLTA&marketplace=FLIPKART&spotlightTagId=BestvalueId_zlw%2F79s%2Fby3&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=ae3bb2de-9a8b-48fe-bf97-08bcd9d412d6.TMRFYPTYYWEHT8YE.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova NG 1151 100 % waterproof  Runtime: 60 Mins Trimmer...,"₹1,199",4.1,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-ng-1151-100-waterproof-runtime-60-mins-trimmer-men/p/itmf3uy4p9rr7xhk?pid=SHVEYBDGJV7RAXZQ&lid=LSTSHVEYBDGJV7RAXZQIZNRPU&marketplace=FLIPKART&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=6e69ea51-302d-43ca-a119-8383430dacd1.SHVEYBDGJV7RAXZQ.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Flipkart SmartBuy PR-1971  Runtime: 60 min Trimmer for ...,₹849,4.1,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/flipkart-smartbuy-pr-1971-runtime-60-min-trimmer-men/p/itmf5zxyempr9vpj?pid=TMRF5ZXYGCR75FRF&lid=LSTTMRF5ZXYGCR75FRFV7EHBS&marketplace=FLIPKART&srno=s_1_30&otracker=search&otracker1=search&fm=organic&iid=ad84a681-2bc8-4cde-ab9a-5e87c821c4d4.TMRF5ZXYGCR75FRF.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova NHT 1051  Runtime: 45 min Trimmer for Men,₹599,4.2,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-nht-1051-runtime-45-min-trimmer-men/p/itma03cc482fa702?pid=TMRFK83BNGFRGUPH&lid=LSTTMRFK83BNGFRGUPHZGJISL&marketplace=FLIPKART&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=1fd55c59-3189-474b-a073-3b80ae638e53.TMRFK83BNGFRGUPH.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Philips Dura Power BT3203/15  Runtime: 45 min Trimmer f...,"₹1,349",4.3,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/philips-dura-power-bt3203-15-runtime-45-min-trimmer-men/p/itmf52gyggk9qny4?pid=TMRF52GYHT2KFDU2&lid=LSTTMRF52GYHT2KFDU29QDBNM&marketplace=FLIPKART&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=6ec1fa09-76ee-4442-bea8-011f09e8cb32.TMRF52GYHT2KFDU2.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Philips Beard BT3205/15  Runtime: 45 min Trimmer for Me...,"₹1,504",4.4,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/philips-beard-bt3205-15-runtime-45-min-trimmer-men/p/itmf5gd2xyj7rfvf?pid=TMRF5G924XHRFWNV&lid=LSTTMRF5G924XHRFWNVTLEARD&marketplace=FLIPKART&spotlightTagId=BestvalueId_zlw%2F79s%2Fby3&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=e1989d69-f86d-4ac2-9934-cc885500d769.TMRF5G924XHRFWNV.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Syska UltraTrim HT800  Runtime: 30 min Trimmer for Men,₹839,4.1,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/syska-ultratrim-ht800-runtime-30-min-trimmer-men/p/itmf5gyazmkwrrhg?pid=TMRF5GYAZGZ6KHCX&lid=LSTTMRF5GYAZGZ6KHCXAV8SJ1&marketplace=FLIPKART&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=c878cfa9-8ae5-45fc-a5fe-10323d844736.TMRF5GYAZGZ6KHCX.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Youthfull FTY 7055  Runtime: 30 min Trimmer for Men,₹339,3.7,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/youthfull-fty-7055-runtime-30-min-trimmer-men/p/itmfg4vpf8tz9n7h?pid=TMRFG4NXZUBQGAXZ&lid=LSTTMRFG4NXZUBQGAXZ0BNZHD&marketplace=FLIPKART&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=3dec4fa8-af73-48a8-9996-ed9730bdf156.TMRFG4NXZUBQGAXZ.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Panasonic ER207WK24B  Runtime: 40 mins Trimmer for Men,"₹1,499",4.3,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/panasonic-er207wk24b-runtime-40-mins-trimmer-men/p/itmfhhzd8apazrb5?pid=TMRFHHZDMZ5GVSTH&lid=LSTTMRFHHZDMZ5GVSTHLDOFPU&marketplace=FLIPKART&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=59de8b75-9005-482f-b1a1-3fcaa3dcd674.TMRFHHZDMZ5GVSTH.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Syska HT100U  Runtime: 45 min Trimmer for Men & Women,₹699,4,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/syska-ht100u-runtime-45-min-trimmer-men-women/p/itmf85nzjwrxeqgh?pid=TMRF85NZCM5MZK8J&lid=LSTTMRF85NZCM5MZK8JOZIJ4I&marketplace=FLIPKART&spotlightTagId=BestsellerId_zlw%2F79s%2Fby3&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=c78ca59b-6933-46de-9648-1fe7604f2bb1.TMRF85NZCM5MZK8J.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova Prime series NHT 1096  Runtime: 120 mins Trimmer f...,₹799,4,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-prime-series-nht-1096-runtime-120-mins-trimmer-men/p/itmfcs5ushch3cau?pid=TMRFCP4ZJKEW3ZYE&lid=LSTTMRFCP4ZJKEW3ZYEJHILV9&marketplace=FLIPKART&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=5be0a351-8e86-489d-9d6d-8cf72b498b5f.TMRFCP4ZJKEW3ZYE.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
Nova NLS 530 Sensi-Trim Touch  Runtime: 45 min Trimmer ...,₹711,3.9,//img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,https://www.flipkart.com/nova-nls-530-sensi-trim-touch-runtime-45-min-trimmer-women/p/itmf9f3xgxhfazpt?pid=TMRF9ET6HJXCF58W&lid=LSTTMRF9ET6HJXCF58WDSQJ5D&marketplace=FLIPKART&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=57dd385e-008a-4cd3-8bb9-259015d433d7.TMRF9ET6HJXCF58W.SEARCH&ssid=gyc21uz0wg0000001574514006507&qH=06d0af197c7a8b9b
